game_id,name,release_date,release_year,total_reviews,positive_percent,developer,publisher,genres,tags,platforms,current_price,discounted_price,discount_percent
3059070,The Headliners,"30 Jan, 2025",2025,5149,85,,,"Action, Indie",Action;Indie,Windows,$8.98 USD,$7.24 USD,-19%
201270,Total War: SHOGUN 2,"15 Mar, 2011",2011,34852,91,,,Strategy,Strategy,"Linux, Mac, Windows",$14.99,$3.74 USD,-75%
3097560,Liar's Bar,"2 Oct, 2024",2024,42147,91,,,"Casual, Indie, Simulation, Strategy, Early Access",Casual;Indie;Simulation;Strategy;Early Access,Windows,$3.99 USD,$3.99 USD,
393380,Squad,"23 Sep, 2020",2020,156732,84,,,"Action, Indie, Massively Multiplayer, Strategy",Action;Indie;Massively Multiplayer;Strategy,Windows,$24.99 USD,$24.99 USD,
1136380,Ultimate Fishing® Simulator 2,"9 May, 2025",2025,1569,68,,,"Simulation, Sports",Simulation;Sports,Windows,$10.49,$1.57 USD,-85%
335240,Transformice,"30 Jan, 2015",2015,27707,87,,,"Free To Play, Indie, Massively Multiplayer",Free To Play;Indie;Massively Multiplayer,"Linux, Mac, Windows",Free To Play,Free To Play,
812140,Assassin's Creed® Odyssey,"5 Oct, 2018",2018,156806,89,,,"Action, Adventure, RPG",Action;Adventure;RPG,Windows,$413.86 USD,$382.16 USD,-8%
1286830,STAR WARS™: The Old Republic™,"21 Jul, 2020",2020,68309,89,,,"Massively Multiplayer, RPG, Free To Play",Massively Multiplayer;RPG;Free To Play,Windows,Free To Play,Free To Play,
1144200,Ready or Not,"13 Dec, 2023",2023,185919,89,,,"Action, Adventure, Indie",Action;Adventure;Indie,Windows,$28.99 USD,$28.99 USD,
2294660,The Quinfall,"24 Jan, 2025",2025,6065,47,,,"Massively Multiplayer, Early Access",Massively Multiplayer;Early Access,Windows,$15.99 USD,$15.99 USD,
2417610,METAL GEAR SOLID Δ: SNAKE EATER,"28 Aug, 2025",2025,0,0,,,,,,,,
1466060,Tainted Grail: The Fall of Avalon,"23 May, 2025",2025,13309,87,,,"Action, Adventure, Indie, RPG",Action;Adventure;Indie;RPG,Windows,$20.99 USD,$20.99 USD,
284160,BeamNG.drive,"29 May, 2015",2015,299259,97,,,"Racing, Simulation, Early Access",Racing;Simulation;Early Access,Windows,$12.49 USD,$12.49 USD,
2183900,"Warhammer 40,000: Space Marine 2","9 Sep, 2024",2024,119884,83,,,"Action, Adventure, RPG",Action;Adventure;RPG,Windows,$39.99 USD,$39.99 USD,
466560,Northgard,"7 Mar, 2018",2018,51293,86,,,,,,,,
447040,Watch_Dogs® 2,"29 Nov, 2016",2016,76784,82,,,"Action, Adventure",Action;Adventure,Windows,$39.99,$5.99 USD,-85%
3400930,Guilty as Sock!,"29 May, 2025",2025,1516,91,,,"Casual, Simulation",Casual;Simulation,"Mac, Windows",$3.59 USD,$3.59 USD,
