game_id,owners,average_forever,average_2weeks,median_forever,median_2weeks,players_forever,players_2weeks,price,initialprice,discount,ccu,followers
2853590,"20,000 .. 50,000",489,489,673,673,,,1799.0,1999.0,10.0,1571,
411950,"0 .. 20,000",0,0,0,0,,,7999.0,7999.0,0.0,0,
287290,"1,000,000 .. 2,000,000",585,34,168,34,,,499.0,1999.0,75.0,141,
2500750,"100,000 .. 200,000",239,0,93,0,,,499.0,499.0,0.0,181,
10,"10,000,000 .. 20,000,000",10243,113,158,33,,,999.0,999.0,0.0,7323,
228200,"1,000,000 .. 2,000,000",1905,49,503,78,,,599.0,1999.0,70.0,864,
1113410,"0 .. 20,000",0,0,0,0,,,1199.0,1499.0,20.0,0,
1313140,"2,000,000 .. 5,000,000",1089,287,790,266,,,2499.0,2499.0,0.0,1535,
2527500,"1,000,000 .. 2,000,000",352,4,345,6,,,1499.0,1499.0,0.0,631,
2545710,"0 .. 20,000",0,0,0,0,,,4999.0,4999.0,0.0,0,
268910,"5,000,000 .. 10,000,000",979,128,434,49,,,1999.0,1999.0,0.0,2080,
799960,"500,000 .. 1,000,000",623,126,79,149,,,0.0,0.0,0.0,712,
2623190,"2,000,000 .. 5,000,000",1807,558,1010,241,,,4999.0,4999.0,0.0,14420,
967050,"2,000,000 .. 5,000,000",176,0,121,0,,,499.0,499.0,0.0,77,
646570,"5,000,000 .. 10,000,000",5037,420,1841,191,,,849.0,2499.0,66.0,15038,
2995920,"0 .. 20,000",0,0,0,0,,,0.0,0.0,0.0,0,
2881650,"5,000,000 .. 10,000,000",320,101,188,88,,,799.0,799.0,0.0,722,
2881150,"0 .. 20,000",0,0,0,0,,,1949.0,2999.0,35.0,0,
466560,"2,000,000 .. 5,000,000",1975,396,531,261,,,2999.0,2999.0,0.0,1164,
2943650,"0 .. 20,000",716,253,169,142,,,,,,0,
474960,"1,000,000 .. 2,000,000",650,463,287,796,,,3999.0,3999.0,0.0,46,
337320,"1,000,000 .. 2,000,000",1067,14,512,15,,,1999.0,1999.0,0.0,296,
2426960,"0 .. 20,000",10107,1458,1528,2027,,,,,,0,
799960,"500,000 .. 1,000,000",623,126,79,149,,,0.0,0.0,0.0,712,
3123410,"50,000 .. 100,000",1673,0,1705,0,,,6999.0,6999.0,0.0,91,
2141910,"0 .. 20,000",2721,442,291,493,,,,,,0,
48700,"5,000,000 .. 10,000,000",7381,244,1743,214,,,1999.0,1999.0,0.0,3055,
310950,"2,000,000 .. 5,000,000",2712,182,320,189,,,999.0,1999.0,50.0,170,
2239550,"200,000 .. 500,000",916,132,575,132,,,899.0,5999.0,85.0,197,
1267540,"200,000 .. 500,000",653,53,329,53,,,299.0,2999.0,90.0,448,
2919660,"100,000 .. 200,000",225,0,213,0,,,699.0,699.0,0.0,26,
466560,"2,000,000 .. 5,000,000",1975,396,531,261,,,2999.0,2999.0,0.0,1164,
2457220,"500,000 .. 1,000,000",1901,335,1786,485,,,5249.0,6999.0,25.0,157,
337320,"1,000,000 .. 2,000,000",1067,14,512,15,,,1999.0,1999.0,0.0,296,
2909110,"200,000 .. 500,000",260,163,150,215,,,349.0,699.0,50.0,305,
1372110,"200,000 .. 500,000",525,34,225,62,,,2974.0,8499.0,65.0,357,
1449690,"500,000 .. 1,000,000",1258,201,516,137,,,4999.0,4999.0,0.0,677,
3471670,"0 .. 20,000",0,0,0,0,,,299.0,299.0,0.0,4,
1118200,"5,000,000 .. 10,000,000",3523,112,532,72,,,999.0,999.0,0.0,4505,
1169040,"1,000,000 .. 2,000,000",937,194,416,257,,,974.0,1499.0,35.0,507,
2201320,"0 .. 20,000",0,0,0,0,,,2699.0,2999.0,10.0,0,
2948500,"0 .. 20,000",0,0,0,0,,,6999.0,6999.0,0.0,0,
1476970,"1,000,000 .. 2,000,000",5842,6234,58,6705,,,0.0,0.0,0.0,11081,
516750,"1,000,000 .. 2,000,000",2376,203,908,110,,,1499.0,1499.0,0.0,1044,
1942280,"2,000,000 .. 5,000,000",2138,323,816,192,,,299.0,499.0,40.0,6389,
287700,"2,000,000 .. 5,000,000",2800,726,1221,1027,,,1999.0,1999.0,0.0,1333,
2201320,"0 .. 20,000",0,0,0,0,,,2699.0,2999.0,10.0,0,
2109300,"0 .. 20,000",0,0,0,0,,,999.0,999.0,0.0,0,
1145360,"5,000,000 .. 10,000,000",2061,184,1185,243,,,2499.0,2499.0,0.0,2253,
2695940,"500,000 .. 1,000,000",219,66,162,66,,,499.0,499.0,0.0,182,
1476970,"1,000,000 .. 2,000,000",5842,6234,58,6705,,,0.0,0.0,0.0,11081,
3176060,"20,000 .. 50,000",266,197,308,243,,,899.0,899.0,0.0,129,
2919660,"100,000 .. 200,000",225,0,213,0,,,699.0,699.0,0.0,26,
287700,"2,000,000 .. 5,000,000",2800,726,1221,1027,,,1999.0,1999.0,0.0,1333,
115300,"2,000,000 .. 5,000,000",0,0,0,0,,,3999.0,3999.0,0.0,0,
359320,"2,000,000 .. 5,000,000",7359,535,1150,601,,,1999.0,1999.0,0.0,4845,
2477660,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
231430,"5,000,000 .. 10,000,000",2207,456,280,488,,,699.0,1999.0,65.0,2330,
605740,"500,000 .. 1,000,000",820,62,283,83,,,499.0,2499.0,80.0,311,
1672970,"1,000,000 .. 2,000,000",1070,49,619,68,,,1999.0,1999.0,0.0,260,
714010,"2,000,000 .. 5,000,000",706,347,63,40,,,0.0,0.0,0.0,5223,
1868140,"5,000,000 .. 10,000,000",1432,339,1009,216,,,1999.0,1999.0,0.0,3367,
1210320,"1,000,000 .. 2,000,000",673,180,335,242,,,799.0,1999.0,60.0,941,
2955300,"0 .. 20,000",253,0,362,0,,,,,,0,
2671070,"0 .. 20,000",0,0,0,0,,,2999.0,2999.0,0.0,0,
1153410,"50,000 .. 100,000",270,169,328,183,,,3499.0,3499.0,0.0,574,
1465360,"1,000,000 .. 2,000,000",4361,853,1163,1103,,,2999.0,2999.0,0.0,3132,
1435790,"1,000,000 .. 2,000,000",513,212,318,205,,,1999.0,1999.0,0.0,674,
899770,"20,000,000 .. 50,000,000",5240,475,2715,406,,,3499.0,3499.0,0.0,5831,
593600,"500,000 .. 1,000,000",1465,215,525,215,,,1999.0,1999.0,0.0,165,
2909400,"500,000 .. 1,000,000",2530,1016,1637,956,,,6999.0,6999.0,0.0,1818,
997010,"1,000,000 .. 2,000,000",1040,105,595,141,,,2999.0,2999.0,0.0,318,
3298460,"20,000 .. 50,000",123,0,195,0,,,499.0,499.0,0.0,6,
2658450,"50,000 .. 100,000",203,83,214,126,,,2699.0,4499.0,40.0,72,
1348661,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
782330,"5,000,000 .. 10,000,000",1355,207,587,131,,,3999.0,3999.0,0.0,2262,
1016800,"500,000 .. 1,000,000",903,0,362,0,,,599.0,2999.0,80.0,76,
678960,"2,000,000 .. 5,000,000",1290,310,697,444,,,899.0,5999.0,85.0,443,
361280,"1,000,000 .. 2,000,000",678,163,369,219,,,259.0,1299.0,80.0,767,
261570,"2,000,000 .. 5,000,000",595,13,322,13,,,0.0,0.0,0.0,172,
516750,"1,000,000 .. 2,000,000",2376,203,908,110,,,1499.0,1499.0,0.0,1044,
3448670,"0 .. 20,000",0,0,0,0,,,499.0,499.0,0.0,0,
787480,"1,000,000 .. 2,000,000",1196,122,610,171,,,989.0,2999.0,67.0,826,
1374490,"500,000 .. 1,000,000",750,341,509,439,,,2999.0,2999.0,0.0,851,
815370,"2,000,000 .. 5,000,000",989,190,507,185,,,2499.0,2499.0,0.0,1656,
2275020,"50,000 .. 100,000",140,54,188,65,,,454.0,699.0,35.0,44,
214950,"2,000,000 .. 5,000,000",7085,164,2108,251,,,5999.0,5999.0,0.0,3901,
1568590,"0 .. 20,000",1328,270,186,88,,,,,,0,
367520,"5,000,000 .. 10,000,000",2068,502,802,205,,,1499.0,1499.0,0.0,4912,
2231380,"500,000 .. 1,000,000",1429,52,699,91,,,5999.0,5999.0,0.0,1430,
3483400,"0 .. 20,000",0,0,0,0,,,1499.0,1499.0,0.0,0,
440900,"5,000,000 .. 10,000,000",7251,1648,1634,1424,,,3999.0,3999.0,0.0,5677,
3453600,"50,000 .. 100,000",603,20,829,20,,,1039.0,1299.0,20.0,194,
1774580,"1,000,000 .. 2,000,000",1950,826,1652,639,,,6999.0,6999.0,0.0,2353,
335240,"2,000,000 .. 5,000,000",949,15,56,15,,,0.0,0.0,0.0,1284,
1568590,"0 .. 20,000",1328,270,186,88,,,,,,0,
2676380,"0 .. 20,000",0,0,0,0,,,999.0,999.0,0.0,0,
244850,"2,000,000 .. 5,000,000",4630,954,913,813,,,1999.0,1999.0,0.0,4201,
3204250,"50,000 .. 100,000",146,0,145,0,,,419.0,699.0,40.0,28,
1817800,"100,000 .. 200,000",1244,1302,1568,1302,,,1979.0,2999.0,34.0,808,
756800,"500,000 .. 1,000,000",808,381,536,569,,,2999.0,2999.0,0.0,429,
2843190,"0 .. 20,000",0,0,0,0,,,1349.0,1499.0,10.0,0,
304212,"0 .. 20,000",0,0,0,0,,,1799.0,1799.0,0.0,0,
1621690,"1,000,000 .. 2,000,000",1832,599,903,677,,,1999.0,1999.0,0.0,3688,
427100,"500,000 .. 1,000,000",1155,116,681,116,,,2999.0,2999.0,0.0,70,
1040200,"500,000 .. 1,000,000",860,333,850,470,,,1999.0,1999.0,0.0,596,
2208920,"500,000 .. 1,000,000",3061,909,1157,1447,,,5999.0,5999.0,0.0,1379,
962130,"2,000,000 .. 5,000,000",2218,719,866,670,,,3999.0,3999.0,0.0,2394,
1222700,"2,000,000 .. 5,000,000",350,121,346,121,,,2999.0,2999.0,0.0,262,
17390,"2,000,000 .. 5,000,000",1193,378,413,706,,,1999.0,1999.0,0.0,599,
2525380,"20,000 .. 50,000",1345,83,2038,83,,,2249.0,2999.0,25.0,103,
2524890,"0 .. 20,000",2557,96,109,130,,,,,,0,
3752270,"0 .. 20,000",0,0,0,0,,,1499.0,1499.0,0.0,0,
627270,"1,000,000 .. 2,000,000",758,21,272,21,,,499.0,4999.0,90.0,275,
513710,"5,000,000 .. 10,000,000",5997,464,890,346,,,3999.0,3999.0,0.0,8535,
1677740,"5,000,000 .. 10,000,000",635,60,93,53,,,0.0,0.0,0.0,2928,
477160,"10,000,000 .. 20,000,000",786,109,368,152,,,1999.0,1999.0,0.0,950,
611790,"1,000,000 .. 2,000,000",637,36,428,36,,,1249.0,2499.0,50.0,205,
3287520,"50,000 .. 100,000",612,0,795,0,,,4999.0,4999.0,0.0,31,
2559270,"100,000 .. 200,000",543,0,551,0,,,439.0,1099.0,60.0,16,
3152790,"0 .. 20,000",0,0,0,0,,,1499.0,1499.0,0.0,0,
2378900,"500,000 .. 1,000,000",606,0,397,0,,,1199.0,1199.0,0.0,277,
424840,"5,000,000 .. 10,000,000",248,10,98,11,,,1999.0,1999.0,0.0,222,
1877020,"50,000 .. 100,000",992,76,1095,76,,,2999.0,5999.0,50.0,29,
368070,"1,000,000 .. 2,000,000",1076,183,556,183,,,1999.0,1999.0,0.0,134,
227310,"0 .. 20,000",0,0,0,0,,,999.0,999.0,0.0,0,
412830,"500,000 .. 1,000,000",845,0,326,0,,,2999.0,2999.0,0.0,157,
3678020,"0 .. 20,000",0,0,0,0,,,4999.0,4999.0,0.0,0,
2012320,"0 .. 20,000",384,384,384,384,,,799.0,999.0,20.0,0,
752590,"1,000,000 .. 2,000,000",667,157,571,303,,,799.0,3999.0,80.0,145,
254700,"2,000,000 .. 5,000,000",1131,114,436,143,,,499.0,1999.0,75.0,673,
397900,"5,000,000 .. 10,000,000",570,141,244,122,,,0.0,0.0,0.0,809,
558244,"0 .. 20,000",0,0,0,0,,,1799.0,1799.0,0.0,0,
2195250,"5,000,000 .. 10,000,000",9394,534,3822,255,,,6999.0,6999.0,0.0,5110,
2091330,"0 .. 20,000",0,0,0,0,,,1199.0,1999.0,40.0,0,
2853730,"50,000 .. 100,000",1997,420,1715,420,,,3999.0,3999.0,0.0,246,
620,"5,000,000 .. 10,000,000",930,108,491,50,,,999.0,999.0,0.0,1959,
1286830,"5,000,000 .. 10,000,000",2050,305,227,252,,,0.0,0.0,0.0,6625,
2698780,"200,000 .. 500,000",2310,425,977,632,,,2999.0,2999.0,0.0,261,
1209460,"0 .. 20,000",0,0,0,0,,,1799.0,1799.0,0.0,0,
2677660,"200,000 .. 500,000",635,53,418,77,,,6999.0,6999.0,0.0,274,
2668430,"20,000 .. 50,000",3094,0,3126,0,,,5999.0,5999.0,0.0,103,
2131680,"20,000 .. 50,000",83,0,100,0,,,1999.0,1999.0,0.0,14,
1920490,"100,000 .. 200,000",871,371,377,719,,,1979.0,5999.0,67.0,103,
801800,"50,000 .. 100,000",445,0,603,0,,,3999.0,4999.0,20.0,287,
1366800,"2,000,000 .. 5,000,000",33503,2408,15769,1733,,,629.0,899.0,30.0,41428,
603850,"1,000,000 .. 2,000,000",4085,105,1294,143,,,499.0,499.0,0.0,513,
560130,"1,000,000 .. 2,000,000",3347,0,806,0,,,3999.0,3999.0,0.0,233,
2369390,"500,000 .. 1,000,000",1820,446,1091,708,,,5999.0,5999.0,0.0,627,
990080,"20,000,000 .. 50,000,000",2145,259,1696,93,,,5999.0,5999.0,0.0,5716,
490110,"200,000 .. 500,000",456,371,497,409,,,2999.0,2999.0,0.0,553,
824270,"500,000 .. 1,000,000",2555,248,395,180,,,999.0,999.0,0.0,1719,
3487980,"0 .. 20,000",0,0,0,0,,,4999.0,4999.0,0.0,0,
207610,"2,000,000 .. 5,000,000",876,218,371,218,,,149.0,1499.0,90.0,614,
976590,"200,000 .. 500,000",787,481,502,481,,,3499.0,3499.0,0.0,64,
2473420,"0 .. 20,000",0,0,0,0,,,899.0,899.0,0.0,0,
1258080,"1,000,000 .. 2,000,000",7304,0,91,0,,,0.0,0.0,0.0,3279,
1763250,"20,000 .. 50,000",1024,129,928,142,,,2499.0,2499.0,0.0,150,
1880650,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
2967990,"100,000 .. 200,000",500,233,213,263,,,3999.0,3999.0,0.0,581,
471710,"2,000,000 .. 5,000,000",537,152,112,152,,,0.0,0.0,0.0,1510,
2668510,"200,000 .. 500,000",656,127,453,230,,,4999.0,4999.0,0.0,504,
2670630,"2,000,000 .. 5,000,000",1610,193,669,94,,,1999.0,1999.0,0.0,2464,
239030,"2,000,000 .. 5,000,000",473,468,262,753,,,999.0,999.0,0.0,416,
1190000,"1,000,000 .. 2,000,000",1915,239,817,278,,,2499.0,2499.0,0.0,1343,
1829590,"0 .. 20,000",0,0,0,0,,,699.0,999.0,30.0,0,
2162800,"200,000 .. 500,000",989,203,502,170,,,1749.0,2499.0,30.0,2399,
325610,"2,000,000 .. 5,000,000",5112,104,1581,132,,,4499.0,4499.0,0.0,1422,
990080,"20,000,000 .. 50,000,000",2145,259,1696,93,,,5999.0,5999.0,0.0,5716,
1829590,"0 .. 20,000",0,0,0,0,,,699.0,999.0,30.0,0,
490110,"200,000 .. 500,000",456,371,497,409,,,2999.0,2999.0,0.0,553,
325610,"2,000,000 .. 5,000,000",5112,104,1581,132,,,4499.0,4499.0,0.0,1422,
812140,"5,000,000 .. 10,000,000",4660,607,2771,356,,,5999.0,5999.0,0.0,2629,
2518630,"0 .. 20,000",743,0,1450,0,,,749.0,1499.0,50.0,56,
597180,"200,000 .. 500,000",1533,2,500,2,,,999.0,3999.0,75.0,474,
108710,"2,000,000 .. 5,000,000",511,147,245,147,,,299.0,1499.0,80.0,165,
454650,"1,000,000 .. 2,000,000",2405,49,892,72,,,1999.0,1999.0,0.0,652,
2825530,"200,000 .. 500,000",186,137,217,184,,,1119.0,1399.0,20.0,174,
2418520,"50,000 .. 100,000",2121,329,1663,560,,,2599.0,2599.0,0.0,1080,
240,"10,000,000 .. 20,000,000",7050,428,335,631,,,999.0,999.0,0.0,6187,
335300,"2,000,000 .. 5,000,000",4329,644,2098,1071,,,3999.0,3999.0,0.0,1612,
3152780,"0 .. 20,000",0,0,0,0,,,2499.0,2499.0,0.0,0,
1796470,"100,000 .. 200,000",445,217,347,190,,,1999.0,1999.0,0.0,358,
1613283,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
1794680,"5,000,000 .. 10,000,000",1965,255,1160,153,,,499.0,499.0,0.0,2966,
2292800,"100,000 .. 200,000",531,267,521,437,,,1999.0,1999.0,0.0,490,
1731080,"0 .. 20,000",0,0,0,0,,,999.0,1999.0,50.0,0,
1458140,"500,000 .. 1,000,000",819,251,346,405,,,2999.0,2999.0,0.0,406,
2692400,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
1361210,"2,000,000 .. 5,000,000",4443,664,1248,395,,,3999.0,3999.0,0.0,7267,
2894270,"0 .. 20,000",0,0,0,0,,,999.0,999.0,0.0,0,
1363080,"2,000,000 .. 5,000,000",1093,233,654,125,,,3999.0,3999.0,0.0,1977,
1496790,"500,000 .. 1,000,000",1091,6,555,7,,,1199.0,5999.0,80.0,204,
1001270,"200,000 .. 500,000",792,0,388,0,,,1799.0,1799.0,0.0,80,
3477300,"0 .. 20,000",0,0,0,0,,,,,,0,
1785650,"200,000 .. 500,000",1052,290,1067,290,,,1499.0,1999.0,25.0,302,
2904000,"200,000 .. 500,000",1598,265,865,193,,,999.0,999.0,0.0,3580,
2978540,"0 .. 20,000",842,0,842,0,,,839.0,1399.0,40.0,87,
2457220,"500,000 .. 1,000,000",1901,335,1786,485,,,5249.0,6999.0,25.0,157,
2296990,"1,000,000 .. 2,000,000",136,228,127,228,,,279.0,399.0,30.0,63,
1611600,"500,000 .. 1,000,000",4470,951,1041,1459,,,3999.0,3999.0,0.0,873,
2561580,"50,000 .. 100,000",1496,0,1516,0,,,4999.0,4999.0,0.0,265,
2492040,"50,000 .. 100,000",239,20,175,20,,,5999.0,5999.0,0.0,320,
42700,"2,000,000 .. 5,000,000",2376,31,533,60,,,3999.0,3999.0,0.0,527,
521890,"500,000 .. 1,000,000",942,0,209,0,,,2999.0,2999.0,0.0,127,
469600,"1,000,000 .. 2,000,000",4516,304,746,350,,,2499.0,2499.0,0.0,687,
1104280,"200,000 .. 500,000",1145,935,588,781,,,1999.0,1999.0,0.0,2052,
1205520,"200,000 .. 500,000",477,0,256,0,,,1999.0,1999.0,0.0,39,
770810,"100,000 .. 200,000",475,0,228,0,,,999.0,999.0,0.0,112,
1613280,"0 .. 20,000",0,0,0,0,,,999.0,1999.0,50.0,0,
1959430,"0 .. 20,000",0,0,0,0,,,1499.0,1499.0,0.0,0,
375910,"1,000,000 .. 2,000,000",1345,0,822,0,,,3999.0,3999.0,0.0,63,
632360,"5,000,000 .. 10,000,000",3438,457,1321,218,,,2499.0,2499.0,0.0,7902,
1250410,"2,000,000 .. 5,000,000",9896,1621,3687,1386,,,5999.0,5999.0,0.0,3245,
262060,"2,000,000 .. 5,000,000",2043,151,581,180,,,2499.0,2499.0,0.0,3848,
1493640,"500,000 .. 1,000,000",1488,1077,1549,1077,,,2499.0,4999.0,50.0,86,
433340,"2,000,000 .. 5,000,000",1074,20,548,21,,,1999.0,1999.0,0.0,858,
1371980,"2,000,000 .. 5,000,000",1389,920,529,1435,,,3999.0,3999.0,0.0,947,
3142540,"0 .. 20,000",0,0,0,0,,,559.0,799.0,30.0,0,
291650,"1,000,000 .. 2,000,000",2081,420,700,420,,,749.0,2999.0,75.0,204,
2198070,"100,000 .. 200,000",498,37,512,37,,,499.0,1999.0,75.0,12,
2450010,"0 .. 20,000",0,0,0,0,,,2499.0,2499.0,0.0,0,
1286680,"1,000,000 .. 2,000,000",1253,251,593,251,,,1199.0,5999.0,80.0,866,
2982320,"0 .. 20,000",0,0,0,0,,,2499.0,2499.0,0.0,0,
2669410,"50,000 .. 100,000",258,0,292,0,,,3999.0,3999.0,0.0,14,
2874130,"0 .. 20,000",0,0,0,0,,,,,,0,
2458430,"0 .. 20,000",0,0,0,0,,,839.0,1199.0,30.0,3,
1114150,"200,000 .. 500,000",1151,56,544,85,,,1999.0,1999.0,0.0,499,
2239150,"500,000 .. 1,000,000",457,182,293,221,,,1169.0,1299.0,10.0,373,
269210,"1,000,000 .. 2,000,000",1305,301,249,428,,,799.0,799.0,0.0,369,
1428420,"20,000 .. 50,000",1075,200,1607,200,,,1499.0,1499.0,0.0,15,
2780980,"1,000,000 .. 2,000,000",604,413,296,578,,,999.0,999.0,0.0,411,
2920570,"200,000 .. 500,000",382,222,243,324,,,799.0,799.0,0.0,95,
2183930,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
2671060,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
285190,"1,000,000 .. 2,000,000",832,455,387,455,,,3999.0,3999.0,0.0,88,
531510,"1,000,000 .. 2,000,000",609,7,280,7,,,1199.0,1999.0,40.0,220,
3228590,"200,000 .. 500,000",706,284,621,272,,,2499.0,2499.0,0.0,1261,
489830,"5,000,000 .. 10,000,000",4830,748,1355,260,,,3999.0,3999.0,0.0,25085,
332350,"0 .. 20,000",0,0,0,0,,,399.0,999.0,60.0,0,
2336880,"0 .. 20,000",0,0,0,0,,,4999.0,4999.0,0.0,0,
512540,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
2407270,"200,000 .. 500,000",1469,218,1378,299,,,3499.0,3499.0,0.0,922,
1651560,"200,000 .. 500,000",543,332,379,332,,,1049.0,2099.0,50.0,598,
2660460,"100,000 .. 200,000",528,153,520,216,,,999.0,999.0,0.0,498,
1295660,"1,000,000 .. 2,000,000",2023,435,1211,521,,,6999.0,6999.0,0.0,5931,
887380,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
3164330,"0 .. 20,000",453,152,248,152,,,,,,0,
708770,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
3211680,"20,000 .. 50,000",323,0,466,0,,,1199.0,1199.0,0.0,26,
766570,"5,000,000 .. 10,000,000",4344,1536,64,790,,,0.0,0.0,0.0,14950,
233860,"2,000,000 .. 5,000,000",4011,826,749,416,,,2999.0,2999.0,0.0,5412,
2321470,"1,000,000 .. 2,000,000",1851,394,829,148,,,1299.0,1299.0,0.0,1300,
1084600,"500,000 .. 1,000,000",2826,758,1434,1063,,,3999.0,3999.0,0.0,1501,
1990600,"0 .. 20,000",0,0,0,0,,,3999.0,3999.0,0.0,0,
1402320,"100,000 .. 200,000",568,0,589,0,,,3999.0,3999.0,0.0,1,
2515020,"500,000 .. 1,000,000",1833,140,1517,211,,,4999.0,4999.0,0.0,737,
492720,"1,000,000 .. 2,000,000",1432,0,520,0,,,3999.0,3999.0,0.0,575,
1462040,"1,000,000 .. 2,000,000",1645,252,1188,310,,,3999.0,3999.0,0.0,761,
850190,"200,000 .. 500,000",445,58,287,58,,,989.0,2999.0,67.0,474,
3174120,"0 .. 20,000",0,0,0,0,,,999.0,999.0,0.0,0,
1021790,"0 .. 20,000",0,0,0,0,,,1119.0,2799.0,60.0,0,
3335020,"0 .. 20,000",0,0,0,0,,,1799.0,1999.0,10.0,0,
1755910,"1,000,000 .. 2,000,000",395,0,362,0,,,0.0,0.0,0.0,42,
1929610,"1,000,000 .. 2,000,000",877,265,379,388,,,1999.0,1999.0,0.0,266,
252530,"1,000,000 .. 2,000,000",11839,962,2061,1002,,,2999.0,2999.0,0.0,587,
3008670,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
500,"5,000,000 .. 10,000,000",1259,49,123,60,,,999.0,999.0,0.0,774,
2198150,"500,000 .. 1,000,000",171,29,72,46,,,1499.0,1499.0,0.0,291,
2918300,"0 .. 20,000",183,170,92,89,,,,,,0,
2102730,"0 .. 20,000",0,0,0,0,,,839.0,1199.0,30.0,0,
1054430,"50,000 .. 100,000",270,0,199,0,,,499.0,1999.0,75.0,4,
1139980,"500,000 .. 1,000,000",1074,637,461,1045,,,1799.0,1799.0,0.0,990,
293760,"500,000 .. 1,000,000",1905,97,752,97,,,2999.0,2999.0,0.0,554,
25000,"500,000 .. 1,000,000",362,0,146,0,,,1999.0,1999.0,0.0,28,
312520,"1,000,000 .. 2,000,000",1071,237,119,341,,,1249.0,2499.0,50.0,836,
246900,"1,000,000 .. 2,000,000",666,110,279,110,,,1299.0,1299.0,0.0,140,
1699480,"100,000 .. 200,000",345,90,311,90,,,999.0,999.0,0.0,49,
2344320,"200,000 .. 500,000",3154,4635,3057,4635,,,2499.0,2499.0,0.0,913,
1325200,"1,000,000 .. 2,000,000",3828,401,1602,779,,,4999.0,4999.0,0.0,1441,
238320,"2,000,000 .. 5,000,000",370,130,167,78,,,1499.0,1499.0,0.0,215,
1591530,"50,000 .. 100,000",1147,0,1485,0,,,5999.0,5999.0,0.0,9,
3058630,"200,000 .. 500,000",393,106,179,105,,,3999.0,3999.0,0.0,179,
555160,"1,000,000 .. 2,000,000",1097,0,303,0,,,2499.0,2499.0,0.0,107,
2009350,"100,000 .. 200,000",1108,119,1018,126,,,2499.0,2499.0,0.0,493,
629730,"1,000,000 .. 2,000,000",1316,273,462,291,,,2999.0,2999.0,0.0,657,
287450,"1,000,000 .. 2,000,000",1492,333,300,344,,,1999.0,1999.0,0.0,522,
1184370,"2,000,000 .. 5,000,000",4237,826,1191,738,,,1999.0,1999.0,0.0,1874,
866800,"500,000 .. 1,000,000",894,678,681,678,,,499.0,1999.0,75.0,93,
1206560,"1,000,000 .. 2,000,000",1449,173,537,52,,,1999.0,1999.0,0.0,1589,
539470,"500,000 .. 1,000,000",267,2,168,4,,,299.0,1999.0,85.0,18,
815460,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
2208570,"100,000 .. 200,000",248,84,181,92,,,999.0,999.0,0.0,99,
261030,"1,000,000 .. 2,000,000",655,0,570,0,,,374.0,1499.0,75.0,199,
2140020,"500,000 .. 1,000,000",728,344,454,344,,,1499.0,1499.0,0.0,236,
427290,"1,000,000 .. 2,000,000",916,1491,488,1869,,,799.0,3999.0,80.0,267,
45760,"500,000 .. 1,000,000",1755,44,252,44,,,389.0,2999.0,87.0,188,
805550,"1,000,000 .. 2,000,000",5402,406,556,494,,,3999.0,3999.0,0.0,1479,
2411231,"0 .. 20,000",0,0,0,0,,,2399.0,2999.0,20.0,0,
201870,"1,000,000 .. 2,000,000",1044,12,846,12,,,1999.0,1999.0,0.0,104,
508440,"2,000,000 .. 5,000,000",1381,99,321,106,,,1999.0,1999.0,0.0,1299,
3355800,"0 .. 20,000",0,0,0,0,,,1499.0,1499.0,0.0,0,
635260,"2,000,000 .. 5,000,000",2520,244,947,211,,,1499.0,1499.0,0.0,1658,
3441460,"20,000 .. 50,000",539,206,812,206,,,1399.0,1399.0,0.0,114,
3313010,"0 .. 20,000",0,0,0,0,,,1999.0,1999.0,0.0,0,
2378500,"0 .. 20,000",0,0,0,0,,,999.0,999.0,0.0,0,
798390,"0 .. 20,000",0,0,0,0,,,999.0,999.0,0.0,0,
249130,"1,000,000 .. 2,000,000",1587,54,647,54,,,1999.0,1999.0,0.0,298,
789660,"50,000 .. 100,000",269,0,351,0,,,1599.0,1599.0,0.0,12,
2138710,"500,000 .. 1,000,000",455,290,176,306,,,3999.0,3999.0,0.0,394,
1501750,"1,000,000 .. 2,000,000",1369,591,719,887,,,5999.0,5999.0,0.0,827,
3362570,"0 .. 20,000",0,0,0,0,,,,,,0,
2683150,"500,000 .. 1,000,000",428,0,382,0,,,1499.0,1499.0,0.0,190,
470220,"2,000,000 .. 5,000,000",420,55,252,76,,,399.0,999.0,60.0,291,
701160,"2,000,000 .. 5,000,000",991,219,577,265,,,1999.0,1999.0,0.0,1305,
1989270,"500,000 .. 1,000,000",365,1085,198,1085,,,1799.0,1799.0,0.0,134,
